,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
12,43,3  +  1,36,1.45,157.45,4        2,157.45,1.45,158.9, ,158.9,159,0.1,1,51.0,51.00526909999826,52.45841699999801,53.92586409999785,None,False,None
13,35,5  +  3,39,1.45,118.45,8        10,118.45,1.45,119.9, ,119.9,120,0.1,1,54.0,54.006342000000586,55.461464399999386,56.92729269999836,None,False,None
14,71,7  +  1,42,1.45,256.45,8        6,256.45,1.45,257.9, ,257.9,258,0.1,1,57.0,57.00813349999953,58.462079599998106,59.92842490000112,None,False,None
15,14,9  +  1,45,1.45,40.45,8        10,40.45,1.45,41.9, ,41.9,42,0.1,2,60.0,60.00867980000112,61.46195480000097,62.92987730000095,None,False,None
16,44,9  +  1,48,1.45,160.45,10        12,160.45,1.45,161.9, ,161.9,162,0.1,1,63.0,62.99573389999932,64.44970829999875,65.91687219999949,None,False,None
17,28,7  +  3,51,1.45,97.45,10        12,97.45,1.45,98.9, ,98.9,99,0.1,1,66.0,65.99702289999914,67.45042159999866,68.91819449999821,None,False,None
18,76,1  +  6,54,1.45,271.45,9        7,271.45,1.45,272.9, ,272.9,273,0.1,2,69.0,68.99798010000086,70.45152589999998,71.91806670000005,None,False,None
19,26,2  +  3,57,1.45,91.45,5        7,91.45,1.45,92.9, ,92.9,93,0.1,1,72.0,72.03884929999913,73.4907478999994,74.94487630000003,None,False,None
20,29,3  +  5,60,1.45,100.45,8        10,100.45,1.45,101.9, ,101.9,102,0.1,1,75.0,90.03355240000019,91.48801699999967,92.95191640000121,None,False,None
21,7,8  +  1,63,1.45,19.45,9        11,19.45,1.45,20.9, ,20.9,21,0.1,1,78.0,92.99127500000031,94.4448967999997,95.89929359999951,None,False,None
22,11,4  +  6,66,1.45,31.45,8        10,31.45,1.45,32.9, ,32.9,33,0.1,2,81.0,95.93883849999838,97.392872299999,98.86008199999924,None,False,None
23,60,1  +  3,69,1.45,208.45,2        4,208.45,1.45,209.9, ,209.9,210,0.1,2,84.0,98.88679480000064,100.34244810000018,101.80863880000106,None,False,None
24,59,4  +  1,72,1.45,205.45,5        3,205.45,1.45,206.9, ,206.9,207,0.1,1,87.0,101.84760720000122,103.30224100000123,104.7692610999984,None,False,None
25,79,1  +  4,75,1.45,280.45,3        5,280.45,1.45,281.9, ,281.9,282,0.1,2,90.0,104.8100943999998,106.26277309999932,107.73459209999783,None,False,None
26,4,6  +  4,78,1.45,10.45,8        10,10.45,1.45,11.9, ,11.9,12,0.1,2,93.0,107.7965770999981,109.25050120000014,110.71746359999815,None,False,None
27,24,4  +  3,81,1.45,85.45,5        7,85.45,1.45,86.9, ,86.9,87,0.1,2,96.0,110.75770080000075,112.21121869999843,113.68003350000072,None,False,None
28,57,3  +  2,84,1.45,199.45,7        5,199.45,1.45,200.9, ,200.9,201,0.1,2,99.0,113.71847400000115,115.1726450999995,116.64005009999892,None,False,None
29,77,5  +  2,87,1.45,274.45,5        7,274.45,1.45,275.9, ,275.9,276,0.1,2,102.0,116.67989229999876,118.13365010000052,119.60081809999974,None,False,None
30,2,2  +  5,90,1.45,4.45,5        7,4.45,1.45,5.9, ,5.9,6,0.1,2,105.0,119.64146389999951,121.0966683000006,122.56199019999985,None,False,None
31,8,4  +  6,93,1.45,22.45,12        10,22.45,1.45,23.9, ,23.9,24,0.1,2,108.0,122.58839760000046,124.04248129999905,125.50969980000082,None,False,None
32,79,13  +  9,96,1.45,280.45,24        22,280.45,1.45,281.9, ,281.9,282,0.1,2,111.0,125.5499936999986,127.00334440000006,128.47038450000036,None,False,None
33,51,18  +  6,99,1.45,181.45,24        22,181.45,1.45,182.9, ,182.9,183,0.1,1,114.0,128.51042719999896,129.9645438999978,131.43228699999963,None,False,None
34,11,16  +  7,102,1.45,31.45,21        23,31.45,1.45,32.9, ,32.9,33,0.1,2,117.0,131.47162010000102,132.927214299998,134.39323929999955,None,False,None
35,19,14  +  8,105,1.45,55.45,22        24,55.45,1.45,56.9, ,56.9,57,0.1,1,120.0,134.43290960000013,135.8869949,137.35564379999778,None,False,None
36,13,19  +  5,108,1.45,37.45,22        24,37.45,1.45,38.9, ,38.9,39,0.1,2,123.0,137.40768559999924,138.8634865999993,140.32827980000002,None,False,None
37,10,17  +  9,111,1.45,28.45,26        28,28.45,1.45,29.9, ,29.9,30,0.1,1,126.0,140.3698531000009,141.8235280000008,143.29373940000005,None,False,None
38,16,17  +  9,114,1.45,46.45,26        28,46.45,1.45,47.9, ,47.9,48,0.1,1,129.0,143.3832775999981,144.83652359999905,146.30492260000028,None,False,None
39,74,19  +  3,117,1.45,265.45,22        20,265.45,1.45,266.9, ,266.9,267,0.1,1,132.0,146.34404429999995,147.8004417000011,149.26550909999787,None,False,None
40,49,19  +  2,120,1.45,175.45,21        23,175.45,1.45,176.9, ,176.9,177,0.1,1,135.0,150.02539999999863,151.47880860000078,152.9480807,None,False,None
41,57,16  +  9,123,1.45,199.45,23        25,199.45,1.45,200.9, ,200.9,201,0.1,2,138.0,153.0173509999986,154.46638470000107,155.93381419999787,None,False,None
42,24,16  +  8,126,1.45,85.45,26        24,85.45,1.45,86.9, ,86.9,87,0.1,2,141.0,155.97381269999823,157.42754699999932,158.89508769999884,None,False,None
43,6,17  +  7,129,1.45,16.45,24        22,16.45,1.45,17.9, ,17.9,18,0.1,1,144.0,158.93583930000023,160.39078090000112,161.85612670000046,None,False,None
44,64,17  +  9,132,1.45,235.45,24        26,235.45,1.45,236.9, ,236.9,237,0.1,2,147.0,161.89812379999785,163.35110390000045,164.82062719999885,None,False,None
45,43,17  +  5,135,1.45,157.45,22        20,157.45,1.45,158.9, ,158.9,159,0.1,1,150.0,164.8835083999984,166.33795539999846,167.80517809999947,None,False,None
46,50,13  +  9,138,1.45,178.45,20        22,178.45,1.45,179.9, ,179.9,180,0.1,2,153.0,167.84641389999888,169.30079130000013,170.76547189999837,None,False,None
47,73,18  +  9,141,1.45,262.45,27        29,262.45,1.45,263.9, ,263.9,264,0.1,1,156.0,170.80572250000114,172.26303180000104,173.72840319999887,None,False,None
