,trial_num,expression,expr_onset,expr_dura,expr_offset,choice,choi_onset,choi_dura,choi_offset,blank,blank_onset,blank_offset,blank_dura,correct_ans,i_trial_onset,trial_onset,choice_onset,blank_r_onset,RT,correct,KeyPress
17,35,18  +  5,51,1.45,118.45,25        23,118.45,1.45,119.9, ,119.9,120,0.1,2,66.0,65.99853240000084,67.44981060000282,68.917414800002,None,False,None
18,26,16  +  5,54,1.45,91.45,21        19,91.45,1.45,92.9, ,92.9,93,0.1,1,69.0,68.99850570000126,70.45183649999672,71.91809130000183,None,False,None
19,10,17  +  9,57,1.45,28.45,26        28,28.45,1.45,29.9, ,29.9,30,0.1,1,72.0,71.99966909999785,73.45270629999868,74.91950029999862,None,False,None
20,27,18  +  7,60,1.45,94.45,27        25,94.45,1.45,95.9, ,95.9,96,0.1,2,75.0,90.04871930000081,91.49870050000027,92.96688700000232,None,False,None
21,61,19  +  3,63,1.45,226.45,22        24,226.45,1.45,227.9, ,227.9,228,0.1,1,78.0,93.00558109999838,94.46233129999746,95.92771309999807,None,False,None
22,15,17  +  4,66,1.45,43.45,23        21,43.45,1.45,44.9, ,44.9,45,0.1,2,81.0,95.96723889999703,97.42182740000135,98.88903330000176,None,False,None
23,3,14  +  8,69,1.45,7.45,22        20,7.45,1.45,8.9, ,8.9,9,0.1,1,84.0,98.92946980000124,100.37988580000092,101.84884600000078,None,False,None
24,72,18  +  7,72,1.45,259.45,25        23,259.45,1.45,260.9, ,260.9,261,0.1,1,87.0,101.89081720000104,103.34211089999735,104.80977379999968,None,False,None
25,55,18  +  9,75,1.45,193.45,27        25,193.45,1.45,194.9, ,194.9,195,0.1,1,90.0,104.8507077999966,106.30619319999823,107.77298560000054,None,False,None
26,56,15  +  7,78,1.45,196.45,24        22,196.45,1.45,197.9, ,197.9,198,0.1,2,93.0,107.81073789999937,109.26733160000003,110.73230719999992,None,False,None
27,51,18  +  6,81,1.45,181.45,24        22,181.45,1.45,182.9, ,182.9,183,0.1,1,96.0,110.77365309999732,112.22610189999978,113.69360939999751,None,False,None
28,62,14  +  9,84,1.45,229.45,23        25,229.45,1.45,230.9, ,230.9,231,0.1,1,99.0,113.73313069999858,115.18702219999977,116.65274069999577,None,False,None
29,40,18  +  8,87,1.45,133.45,26        24,133.45,1.45,134.9, ,134.9,135,0.1,1,102.0,116.69428940000216,118.15218599999935,119.61854630000016,None,False,None
30,32,18  +  4,90,1.45,109.45,20        22,109.45,1.45,110.9, ,110.9,111,0.1,2,105.0,119.65360289999808,121.111857099997,122.57732559999567,None,False,None
31,49,19  +  2,93,1.45,175.45,21        23,175.45,1.45,176.9, ,176.9,177,0.1,1,108.0,122.61887320000096,124.07018899999821,125.53719239999918,None,False,None
